lc_measuredDate,lc_createDate,lc_updateDate,lc_publishDate,lc_organizationId,lc_organizationName,lc_siteId,lc_siteName,lc_MGRSLatitude,lc_MGRSLongitude,lc_elevation,lc_pid,lc_DownwardCaption,lc_DownwardExtraData,lc_DownwardPhotoUrl,lc_EastCaption,lc_EastClassifications,lc_EastExtraData,lc_EastPhotoUrl,lc_East_CultivatedOrchards,lc_East_HerbaceousGrasslandShortGrass,lc_East_ShrubsLooselySpacedShortExtremelyDry,lc_East_ShrubsLooselySpacedTallExtremelyDry,lc_East_TreesCloselySpacedDeciduousBroadLeaved,lc_East_TreesCloselySpacedNotSureWhich,lc_East_TreesLooselySpacedDeciduousBroadLeaved,lc_East_TreesLooselySpacedExtremelyDry,lc_East_UrbanCommercialProperty,lc_East_UrbanOther,lc_East_UrbanResidentialProperty,lc_East_UrbanRoadsAndParking,lc_NorthCaption,lc_NorthClassifications,lc_NorthExtraData,lc_NorthPhotoUrl,lc_North_BarrenDrySaltFlats,lc_North_CultivatedOrchards,lc_North_HerbaceousGrasslandFernsOrFlowers,lc_North_HerbaceousGrasslandShortGrass,lc_North_ShrubsLooselySpacedShortEvergreen,lc_North_ShrubsLooselySpacedShortExtremelyDry,lc_North_ShrubsLooselySpacedTallExtremelyDry,lc_North_TreesCloselySpacedDeciduousBroadLeaved,lc_North_TreesCloselySpacedNotSureWhich,lc_North_TreesLooselySpacedDeciduousBroadLeaved,lc_North_TreesLooselySpacedEvergreenNeedleLeaved,lc_North_TreesLooselySpacedExtremelyDry,lc_North_UrbanCommercialProperty,lc_North_UrbanOther,lc_North_UrbanResidentialProperty,lc_North_UrbanRoadsAndParking,lc_SouthCaption,lc_SouthClassifications,lc_SouthExtraData,lc_SouthPhotoUrl,lc_South_CultivatedOrchards,lc_South_HerbaceousGrasslandShortGrass,lc_South_ShrubsLooselySpacedShortExtremelyDry,lc_South_ShrubsLooselySpacedTallExtremelyDry,lc_South_TreesCloselySpacedDeciduousBroadLeaved,lc_South_TreesCloselySpacedNotSureWhich,lc_South_TreesLooselySpacedDeciduousBroadLeaved,lc_South_TreesLooselySpacedExtremelyDry,lc_South_UrbanCommercialProperty,lc_South_UrbanOther,lc_South_UrbanResidentialProperty,lc_South_UrbanRoadsAndParking,lc_UpwardCaption,lc_UpwardExtraData,lc_UpwardPhotoUrl,lc_WestCaption,lc_WestClassifications,lc_WestExtraData,lc_WestPhotoUrl,lc_West_CultivatedOrchards,lc_West_HerbaceousGrasslandShortGrass,lc_West_ShrubsLooselySpacedShortExtremelyDry,lc_West_ShrubsLooselySpacedTallExtremelyDry,lc_West_TreesCloselySpacedDeciduousBroadLeaved,lc_West_TreesLooselySpacedDeciduousBroadLeaved,lc_West_TreesLooselySpacedExtremelyDry,lc_West_UrbanCommercialProperty,lc_West_UrbanOther,lc_West_UrbanResidentialProperty,lc_West_UrbanRoadsAndParking,lc_MucCode,lc_DataSource,lc_DryGround,lc_MucDetails,lc_MeasuredAt,lc_Muddy,lc_StandingWater,lc_LeavesOnTrees,lc_Userid,lc_RainingSnowing,lc_LandCoverId,lc_MucDescription,lc_SnowIce,lc_FieldNotes,lc_Latitude,lc_MeasurementElevation,lc_Longitude,lc_GlobeTeams,lc_PhotoCount,lc_RejectedCount,lc_PendingCount,lc_EmptyCount,lc_PhotoBitBinary,lc_PhotoBitDecimal,lc_ClassificationCount,lc_ClassificationBitBinary,lc_ClassificationBitDecimal,lc_NorthPrimary,lc_NorthSecondary,lc_EastPrimary,lc_EastSecondary,lc_SouthPrimary,lc_SouthSecondary,lc_WestPrimary,lc_WestSecondary,lc_PrimaryClassification,lc_SecondaryClassification,lc_PrimaryPercentage,lc_SecondaryPercentage,lc_SubCompletenessScore,lc_CumulativeCompletenessScore
2019-09-20,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,168468,22JDR975391,-26.76945,-51.02515,936,193449907,-9999,NA,NA,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/20/1211641/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/20/1211638/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/20/1211643/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/20/1211646/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,False,NA,2019-09-20T10:50:00,True,True,True,60041029,True,27319,NA,False,Garoando e solo encharcado,-26.7691,941,-51.0245,NA,4,0,0,2,001111,15,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.4,0.9
2019-09-20,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,168471,39RWK024609,26.76945,51.02414,-17,193449908,-9999,"(source: app, (compassData.horizon: -86.59969610880506))",https://data.globe.gov/system/photos/2019/09/20/1211715/original.jpg,-9999,NA,"(source: app, (compassData.horizon: -58.98811574664669))",https://data.globe.gov/system/photos/2019/09/20/1211711/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -69.95789956401953))",https://data.globe.gov/system/photos/2019/09/20/1211710/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -40.111478429920155))",https://data.globe.gov/system/photos/2019/09/20/1211712/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,"(source: app, (compassData.horizon: 88.28395451253334))",https://data.globe.gov/system/photos/2019/09/20/1211714/original.jpg,-9999,NA,"(source: app, (compassData.horizon: 16.66505206719809))",https://data.globe.gov/system/photos/2019/09/20/1211713/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,False,NA,2019-09-20T11:40:00,True,True,True,60058053,True,27330,NA,False,Tempo nublado e encharcado,26.77,-17,51.025,NA,6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2019-09-20,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,168472,22JDR976390,-26.77035,-51.02414,926,193449909,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/20/1211739/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,False,NA,2019-09-20T10:54:00,True,True,True,60042487,True,27335,NA,False,Está garoando e o solo está encharcado,-26.7698,931,-51.0241,NA,1,0,0,5,001000,8,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.1,0.85
2019-09-20,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,168485,24MYU358877,-5.53567,-36.87155,24,193449910,-9999,"(source: app, (compassData.horizon: -88.82490080410393))",https://data.globe.gov/system/photos/2019/09/20/1212034/original.jpg,-9999,NA,"(source: app, (compassData.horizon: 2.890893367957119))",https://data.globe.gov/system/photos/2019/09/20/1212030/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: 2.1619149142352825))",https://data.globe.gov/system/photos/2019/09/20/1212029/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: 3.4051842363895872))",https://data.globe.gov/system/photos/2019/09/20/1212031/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,"(source: app, (compassData.horizon: 88.47058753512458))",https://data.globe.gov/system/photos/2019/09/20/1212033/original.jpg,-9999,NA,"(source: app, (compassData.horizon: 2.919339989618436))",https://data.globe.gov/system/photos/2019/09/20/1212032/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2019-09-20T14:58:00,False,False,True,59440801,False,27338,NA,False,Espaço localizado dentro do IFRN,-5.5352,25,-36.8715,NA,6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2019-09-20,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,168486,22JDR976380,-26.77938,-51.02414,898,193449911,-9999,"(source: app, (compassData.horizon: -87.81874155371007))",https://data.globe.gov/system/photos/2019/09/20/1212036/original.jpg,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,"(source: app, (compassData.horizon: 82.94887230952801))",https://data.globe.gov/system/photos/2019/09/20/1212035/original.jpg,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,False,NA,2019-09-20T14:58:00,False,True,True,60041029,True,27339,NA,False,Úmido e chuvoso,-26.7785,894,-51.0234,NA,2,0,0,4,110000,48,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.2,0.87
2019-09-25,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,169138,22JER024373,-26.7857,-50.97586,994,193449969,-9999,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224840/original.jpg,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224836/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224835/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224837/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224839/original.jpg,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1224838/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2019-09-25T14:18:00,False,False,True,60199836,False,27504,NA,False,(none),-26.7851,994,-50.9758,NA,6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2019-09-25,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,169138,22JER024373,-26.7857,-50.97586,994,193449969,-9999,NA,NA,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218278/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218277/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218279/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218280/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2019-09-25T14:18:00,False,False,True,60200257,False,27408,NA,False,Tempo com sol e nuvens,-26.7853,994,-50.9758,NA,4,0,0,2,001111,15,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.4,0.9
2019-09-25,2021-05-23T17:31:53,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,169138,22JER024373,-26.7857,-50.97586,994,193449969,-9999,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218968/original.jpg,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218964/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218963/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218965/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218967/original.jpg,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/09/25/1218966/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2019-09-25T18:33:00,False,False,True,60180947,False,27421,NA,False,(none),-26.7848,996,-50.9756,NA,6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2019-09-29,2021-05-23T17:31:53,2021-05-23T17:31:53,2021-05-23T17:41:46,14456036,Brazil GLOBE v-School,169719,Kaio Duarte C.,-19.85099,-44.61519,798,193450047,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2019-09-29T23:55:28.586507,NA,NA,NA,-9999,NA,27495,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2019-09-30,2021-05-23T17:31:53,2021-05-23T17:31:53,2021-05-23T17:41:46,14456036,Brazil GLOBE v-School,169719,Kaio Duarte C.,-19.85099,-44.61519,798,193450049,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2019-09-30T00:10:23.24307,NA,NA,NA,-9999,NA,27496,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2019-10-05,2021-05-23T17:32:15,2021-05-23T17:32:15,2021-05-23T17:41:46,14456036,Brazil GLOBE v-School,170368,Kaio D. Costa,-19.85102,-44.6152,799,193450130,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2019-10-05T11:19:38.02438,NA,NA,NA,-9999,NA,27625,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2019-12-05,2021-05-23T17:33:14,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,184343,23MNT652337,-2.40916,-44.41356,18,193451284,-9999,(source: camera),https://data.globe.gov/system/photos/2019/12/05/1404260/original.jpg,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/12/05/1404250/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,(source: camera),https://data.globe.gov/system/photos/2019/12/05/1404249/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,(source: camera),https://data.globe.gov/system/photos/2019/12/05/1404258/original.jpg,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2019-12-05T19:15:00,False,False,True,63515388,False,29080,NA,False,(none),-2.4087,23,-44.4131,NA,4,0,0,2,111010,58,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.4,0.9
2020-03-12,2021-05-23T17:34:07,2021-05-23T17:34:07,2021-10-03T21:00:02,38261632,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)",192390,25MBP600444,-5.92696,-35.16782,39,193452235,-9999,"(source: app, (compassData.horizon: -88.19492901343186))",https://data.globe.gov/system/photos/2020/03/12/1520917/original.jpg,-9999,NA,"(source: app, (compassData.horizon: -0.5905464469931587))",https://data.globe.gov/system/photos/2020/03/12/1520913/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -1.7183264151796038))",https://data.globe.gov/system/photos/2020/03/12/1520912/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: 1.2036407506421654))",https://data.globe.gov/system/photos/2020/03/12/1520914/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,"(source: app, (compassData.horizon: 87.87095977299123))",https://data.globe.gov/system/photos/2020/03/12/1520916/original.jpg,-9999,NA,"(source: app, (compassData.horizon: 4.005065440721637))",https://data.globe.gov/system/photos/2020/03/12/1520915/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,False,NA,2020-03-12T16:33:00,False,False,True,64649867,True,30419,NA,False,Possui area de construção militar,-5.9269,39,-35.1673,NA,6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2020-03-03,2021-05-23T17:34:07,2021-05-23T17:34:07,2021-10-03T21:00:02,38261632,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte (IFRN)",192391,23LJC847492,-15.81608,-47.94317,1096,193452143,-9999,NA,NA,-9999,NA,"(source: app, (compassData.horizon: -3.0521631838127803))",https://data.globe.gov/system/photos/2020/03/03/1520919/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -1.4393607025010198))",rejected,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -5.620624524580563))",https://data.globe.gov/system/photos/2020/03/03/1520920/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,"(source: app, (compassData.horizon: -1.4089578785165173))",rejected,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2020-03-03T19:49:00,False,False,True,64649867,False,30420,NA,False,Construções antigas,-15.8153,1098,-47.9424,NA,2,2,0,2,000110,6,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.2,0.9
2020-05-24,2021-05-23T17:34:57,2021-05-23T17:34:57,2021-10-03T21:00:02,14456036,Brazil GLOBE v-School,199926,Kaio Duarte Costa (UCMG),-19.85101,-44.61519,-2937,193453190,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2020-05-24T21:20:39.321721,NA,NA,NA,-9999,NA,31595,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2020-05-26,2021-05-23T17:34:57,2021-05-23T17:34:57,2021-10-03T21:00:02,14456036,Brazil GLOBE v-School,199926,Kaio Duarte Costa (UCMG),-19.85101,-44.61519,-2937,193453219,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2020-05-26T11:51:35.459643,NA,NA,NA,-9999,NA,31625,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2020-09-21,2021-05-23T17:38:42,2021-05-23T17:38:42,2021-10-03T21:00:02,14456036,Brazil GLOBE v-School,199926,Kaio Duarte Costa (UCMG),-19.85101,-44.61519,-2937,193457309,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2020-09-21T18:42:56.245754,NA,NA,NA,-9999,NA,37126,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
2020-07-24,2021-05-23T17:37:15,2021-12-05T01:55:08,2021-12-05T02:00:00,17459532,Brazil Citizen Science,208845,23KLQ162298,-23.23074,-46.79636,837,193456359,-9999,"(source: app, (compassData.horizon: -71.3))",https://data.globe.gov/system/photos/2020/07/24/1789341/original.jpg,-9999,NA,"(source: app, (compassData.horizon: -34.699999999999996))",https://data.globe.gov/system/photos/2020/07/24/1789337/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -35.599999999999994))",https://data.globe.gov/system/photos/2020/07/24/1789336/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,"(source: app, (compassData.horizon: -43.3))",https://data.globe.gov/system/photos/2020/07/24/1789338/original.jpg,0,0,0,0,0,0,0,0,0,0,0,0,-9999,"(source: app, (compassData.horizon: 89))",https://data.globe.gov/system/photos/2020/07/24/1789340/original.jpg,-9999,NA,"(source: app, (compassData.horizon: -31.599999999999994))",https://data.globe.gov/system/photos/2020/07/24/1789339/original.jpg,0,0,0,0,0,0,0,0,0,0,0,NA,GLOBE Observer App,True,NA,2020-07-24T18:43:00,False,False,True,67855143,False,35464,NA,False,(none),-23.2303,834,-46.7958,['Globe Brazil SP'],6,0,0,0,111111,63,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.6,0.94
2020-11-29,2021-05-23T17:39:30,2021-05-23T17:39:30,2021-10-03T21:00:02,78635875,União Colegial de Minas Gerais,223813,"Kaio Duarte Costa, Pará de Minas (UCMG)",-19.84975,-44.6129,803,193458118,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,-9999,NA,NA,-9999,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,M91,GLOBE Data Entry Site Definition,NA,NA,2020-11-29T14:42:54.580622,NA,NA,NA,-9999,NA,38174,"Urban, Residential",NA,NA,-9999.0,-9999,-9999.0,NA,0,0,0,6,000000,0,0,0000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.8
